,proximity1,proximity2,proximity3,proximity4,proximity5,proximity6,proximity7,proximity8,proximity9,proximity10,proximity11,proximity12,proximity13,proximity14,proximity15,proximity16,proximity17,proximity18
31,23668768,23935424,23639664,23715360,23695520,23793696,23912368,23770512,23493792,23699392,23897680,23864704,24025888,23846992,23528752,23778112,23878192,23555904
32,23668768,23935424,23639664,23715360,23695520,23793696,23912368,23770512,23493792,23699392,23897680,23864704,24025888,23846992,23528752,23778112,23878192,23555904
33,23668768,23935424,23639664,23715360,23695520,23793696,23912368,23770512,23493792,23699392,23897680,23864704,24025888,23846992,23528752,23777600,23878192,23555904
34,23668768,23935424,23639664,23715360,23695520,23793696,23912368,23770512,23493792,23699392,23897680,23864704,24025888,23845712,23528752,23777600,23878192,23555904
35,23668768,23935424,23639664,23712448,23695520,23793696,23912368,23769360,23493792,23699392,23897680,23864704,24025888,23845712,23528752,23777600,23878192,23556000
36,23668768,23932560,23639664,23712448,23695520,23793696,23912368,23769360,23493792,23698752,23897680,23864272,24025888,23845712,23528752,23777600,23878192,23556000
37,23668768,23932560,23639664,23712448,23695520,23791472,23912368,23769360,23493792,23698752,23897680,23864272,24025888,23845712,23528752,23777600,23878192,23556000
38,23668768,23932560,23639664,23712448,23695520,23791472,23912368,23769360,23493792,23698752,23897680,23864272,24025888,23845712,23528752,23777600,23878192,23556000
39,23668768,23932560,23639664,23712448,23695520,23791472,23912368,23769360,23493792,23698752,23897680,23864272,24025888,23845712,23528752,23777600,23878192,23556000
40,23668768,23932560,23639664,23712448,23695520,23791472,23912368,23769360,23493792,23698752,23897680,23864272,24025888,23845712,23528752,23777600,23878192,23556000
41,23668768,23932560,23639664,23712448,23695520,23791472,23912368,23769360,23493792,23698752,23897680,23864272,24025888,23845712,23528752,23777600,23878192,23556000
42,23668768,23932560,23639664,23712448,23695520,23791472,23912368,23769360,23493792,23698752,23897680,23864272,24023232,23845712,23528288,23777600,23878192,23556000
43,23668768,23932560,23639664,23712448,23695520,23791472,23912368,23769360,23493792,23698752,23897680,23864272,24023232,23845712,23528288,23777600,23877968,23556000
44,23668768,23932560,23636720,23712448,23695520,23791472,23910800,23769360,23493536,23698752,23897680,23864272,24023232,23845712,23528288,23777600,23877968,23556000
45,23667072,23932560,23636720,23712448,23691472,23791472,23910800,23769360,23493536,23698752,23897696,23864272,24023232,23845712,23528288,23777600,23877968,23556000
46,23667072,23932560,23636720,23712448,23691472,23791472,23910800,23769360,23493536,23698752,23897696,23864272,24023232,23845712,23528288,23777600,23877968,23556000
47,23667072,23932560,23636720,23712448,23691472,23791472,23910800,23769360,23493536,23698752,23897696,23864272,24023232,23845712,23528288,23777600,23877968,23556000
48,23667072,23932560,23636720,23712448,23691472,23791472,23910800,23769360,23493536,23698752,23897696,23864272,24023232,23845712,23528288,23777600,23877968,23556000
49,23667072,23932560,23636720,23712448,23691472,23791472,23910800,23769360,23493536,23698752,23897696,23864272,24023232,23845712,23528288,23777600,23877968,23556000
50,23667072,23932560,23636720,23712448,23691472,23791472,23910800,23769360,23493536,23698752,23897696,23864272,24023232,23843984,23528288,23776944,23877968,23556000
51,23667072,23932560,23636720,23712448,23691472,23791472,23910800,23769360,23493536,23698752,23897696,23864272,24023232,23843984,23528288,23776944,23877968,23556000
52,23667072,23932560,23636720,23709488,23691472,23791472,23910800,23768288,23493536,23697984,23897696,23864272,24023232,23843984,23528288,23776944,23877968,23555712
53,23667072,23932560,23636720,23709488,23691472,23789072,23910800,23768288,23493536,23697984,23897696,23864160,24023232,23843984,23528288,23776944,23877968,23555712
54,23667072,23929008,23636720,23709488,23691472,23789072,23910800,23768288,23493536,23697984,23897696,23864160,24023232,23843984,23528288,23776944,23877968,23555712
55,23667072,23929008,23636720,23709488,23691472,23789072,23910800,23768288,23493536,23697984,23897696,23864160,24023232,23843984,23528288,23776944,23877968,23555712
56,23667072,23929008,23636720,23709488,23691472,23789072,23910800,23768288,23493536,23697984,23897696,23864160,24023232,23843984,23528288,23776944,23877968,23555712
57,23667072,23929008,23636720,23709488,23691472,23789072,23910800,23768288,23493536,23697984,23897696,23864160,24023232,23843984,23528288,23776944,23877968,23555712
58,23667072,23929008,23636720,23709488,23691472,23789072,23910800,23768288,23493536,23697984,23897696,23864160,24023232,23843984,23528288,23776944,23877968,23555712
59,23667072,23929008,23636720,23709488,23691472,23789072,23910800,23768288,23493536,23697984,23897696,23864160,24020320,23843984,23527520,23776944,23877968,23555712
60,23667072,23929008,23633680,23709488,23691472,23789072,23909584,23768288,23493056,23697984,23897696,23864160,24020320,23843984,23527520,23776944,23877104,23555712
61,23667072,23929008,23633680,23709488,23689600,23789072,23909584,23768288,23493056,23697984,23897696,23864160,24020320,23843984,23527520,23776944,23877104,23555712
62,23664656,23929008,23633680,23709488,23689600,23789072,23909584,23768288,23493056,23697984,23895936,23864160,24020320,23843984,23527520,23776944,23877104,23555712
63,23664656,23929008,23633680,23709488,23689600,23789072,23909584,23768288,23493056,23697984,23895936,23864160,24020320,23843984,23527520,23776944,23877104,23555712
64,23664656,23929008,23633680,23709488,23689600,23789072,23909584,23768288,23493056,23697984,23895936,23864160,24020320,23843984,23527520,23776944,23877104,23555712
65,23664656,23929008,23633680,23709488,23689600,23789072,23909584,23768288,23493056,23697984,23895936,23864160,24020320,23843984,23527520,23776944,23877104,23555712
66,23664656,23929008,23633680,23709488,23689600,23789072,23909584,23768288,23493056,23697984,23895936,23864160,24020320,23843984,23527520,23776944,23877104,23555712
67,23664656,23929008,23633680,23709488,23689600,23789072,23909584,23768288,23493056,23697984,23895936,23864160,24020320,23840848,23527520,23771168,23877104,23555712
68,23664656,23929008,23633680,23709488,23689600,23789072,23909584,23768352,23493056,23697984,23895936,23864160,24020320,23840848,23527520,23771168,23877104,23553952
69,23664656,23929008,23633680,23708272,23689600,23789072,23909584,23768352,23493056,23696464,23895936,23864160,24020320,23840848,23527520,23771168,23877104,23553952
70,23664656,23927552,23633680,23708272,23689600,23788880,23909584,23768352,23493056,23696464,23895936,23859552,24020320,23840848,23527520,23771168,23877104,23553952
71,23664656,23927552,23633680,23708272,23689600,23788880,23909584,23768352,23493056,23696464,23895936,23859552,24020320,23840848,23527520,23771168,23877104,23553952
72,23664656,23927552,23633680,23708272,23689600,23788880,23909584,23768352,23493056,23696464,23895936,23859552,24020320,23840848,23527520,23771168,23877104,23553952
73,23664656,23927552,23633680,23708272,23689600,23788880,23909584,23768352,23493056,23696464,23895936,23859552,24020320,23840848,23527520,23771168,23877104,23553952
74,23664656,23927552,23633680,23708272,23689600,23788880,23909584,23768352,23493056,23696464,23895936,23859552,24020320,23840848,23527520,23771168,23877104,23553952
75,23664656,23927552,23633680,23708272,23689600,23788880,23909584,23768352,23493056,23696464,23895936,23859552,24015984,23840848,23523648,23771168,23877104,23553952
76,23664656,23927552,23633680,23708272,23689600,23788880,23909584,23768352,23493056,23696464,23895936,23859552,24015984,23840848,23523648,23771168,23874320,23553952
77,23664656,23927552,23634256,23708272,23689600,23788880,23912944,23768352,23495872,23696464,23895936,23859552,24015984,23840848,23523648,23771168,23874320,23553952
78,23665232,23927552,23634256,23708272,23689376,23788880,23912944,23768352,23495872,23696464,23895584,23859552,24015984,23840848,23523648,23771168,23874320,23553952
79,23665232,23927552,23634256,23708272,23689376,23788880,23912944,23768352,23495872,23696464,23895584,23859552,24015984,23840848,23523648,23771168,23874320,23553952
80,23665232,23927552,23634256,23708272,23689376,23788880,23912944,23768352,23495872,23696464,23895584,23859552,24015984,23840848,23523648,23771168,23874320,23553952
81,23665232,23927552,23634256,23708272,23689376,23788880,23912944,23768352,23495872,23696464,23895584,23859552,24015984,23840848,23523648,23771168,23874320,23553952
82,23665232,23927552,23634256,23708272,23689376,23788880,23912944,23768352,23495872,23696464,23895584,23859552,24015984,23840848,23523648,23771168,23874320,23553952
83,23665232,23927552,23634256,23708272,23689376,23788880,23912944,23768352,23495872,23696464,23895584,23859552,24015984,23840848,23523648,23774336,23874320,23553952
84,23665232,23927552,23634256,23708272,23689376,23788880,23912944,23768352,23495872,23696464,23895584,23859552,24015984,23840352,23523648,23774336,23874320,23553952
85,23665232,23927552,23634256,23707104,23689376,23788880,23912944,23768352,23495872,23699520,23895584,23859552,24015984,23840352,23523648,23774336,23874320,23555392
86,23665232,23927552,23634256,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23859552,24015984,23840352,23523648,23774336,23874320,23555392
87,23665232,23928048,23634256,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23862688,24015984,23840352,23523648,23774336,23874320,23555392
88,23665232,23928048,23634256,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23862688,24015984,23840352,23523648,23774336,23874320,23555392
89,23665232,23928048,23634256,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23862688,24015984,23840352,23523648,23774336,23874320,23555392
90,23665232,23928048,23634256,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23862688,24015984,23840352,23523648,23774336,23874320,23555392
91,23665232,23928048,23634256,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23862688,24015984,23840352,23523648,23774336,23874320,23555392
92,23665232,23928048,23634256,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23862688,24016880,23840352,23525408,23774336,23874320,23555392
93,23665232,23928048,23633856,23707104,23689376,23788240,23912944,23771168,23495872,23699520,23895584,23862688,24016880,23840352,23525408,23774336,23876592,23555392
94,23665232,23928048,23633856,23707104,23689376,23788240,23912656,23771168,23496480,23699520,23895584,23862688,24016880,23840352,23525408,23774336,23876592,23555392
95,23666000,23928048,23633856,23707104,23687664,23788240,23912656,23771168,23496480,23699520,23895808,23862688,24016880,23840352,23525408,23774336,23876592,23555392
96,23666000,23928048,23633856,23707104,23687664,23788240,23912656,23771168,23496480,23699520,23895808,23862688,24016880,23840352,23525408,23774336,23876592,23555392
97,23666000,23928048,23633856,23707104,23687664,23788240,23912656,23771168,23496480,23699520,23895808,23862688,24016880,23840352,23525408,23774336,23876592,23555392
98,23666000,23928048,23633856,23707104,23687664,23788240,23912656,23771168,23496480,23699520,23895808,23862688,24016880,23840352,23525408,23774336,23876592,23555392
99,23666000,23928048,23633856,23707104,23687664,23788240,23912656,23771168,23496480,23699520,23895808,23862688,24016880,23840352,23525408,23774336,23876592,23555392
100,23666000,23928048,23633856,23707104,23687664,23788240,23912656,23771168,23496480,23699520,23895808,23862688,24016880,23841184,23525408,23773712,23876592,23555392
101,23666000,23928048,23633856,23707104,23687664,23788240,23912656,23771168,23496480,23699520,23895808,23862688,24016880,23841184,23525408,23773712,23876592,23555392
102,23666000,23928048,23633856,23707120,23687664,23788240,23912656,23770080,23496480,23699520,23895808,23862688,24016880,23841184,23525408,23773712,23876592,23555232
103,23666000,23929296,23633856,23707120,23687664,23787488,23912656,23770080,23496480,23698560,23895808,23861024,24016880,23841184,23525408,23773712,23876592,23555232
104,23666000,23929296,23633856,23707120,23687664,23787488,23912656,23770080,23496480,23698560,23895808,23861024,24016880,23841184,23525408,23773712,23876592,23555232
105,23666000,23929296,23633856,23707120,23687664,23787488,23912656,23770080,23496480,23698560,23895808,23861024,24016880,23841184,23525408,23773712,23876592,23555232
106,23666000,23929296,23633856,23707120,23687664,23787488,23912656,23770080,23496480,23698560,23895808,23861024,24016880,23841184,23525408,23773712,23876592,23555232
107,23666000,23929296,23633856,23707120,23687664,23787488,23912656,23770080,23496480,23698560,23895808,23861024,24016880,23841184,23525408,23773712,23876592,23555232
108,23666000,23929296,23633856,23707120,23687664,23787488,23912656,23770080,23496480,23698560,23895808,23861024,24016880,23841184,23524288,23773712,23876592,23555232
109,23666000,23929296,23633856,23707120,23687664,23787488,23912656,23770080,23496480,23698560,23895808,23861024,24016416,23841184,23524288,23773712,23876592,23555232
110,23666000,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496480,23698560,23895808,23861024,24016416,23841184,23524288,23773712,23876544,23555232
111,23666000,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895808,23861024,24016416,23841184,23524288,23773712,23876544,23555232
112,23666784,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895024,23861024,24016416,23841184,23524288,23773712,23876544,23555232
113,23666784,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895024,23861024,24016416,23841184,23524288,23773712,23876544,23555232
114,23666784,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895024,23861024,24016416,23841184,23524288,23773712,23876544,23555232
115,23666784,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895024,23861024,24016416,23841184,23524288,23773712,23876544,23555232
116,23666784,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895024,23861024,24016416,23841184,23524288,23773744,23876544,23555232
117,23666784,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895024,23861024,24016416,23841136,23524288,23773744,23876544,23555232
118,23666784,23929296,23635040,23707120,23687664,23787488,23912448,23770080,23496528,23698560,23895024,23861024,24016416,23841136,23524288,23773744,23876544,23555344
119,23666784,23929296,23635040,23708176,23687664,23787488,23912448,23771168,23496528,23699328,23895024,23861024,24016416,23841136,23524288,23773744,23876544,23555344
120,23666784,23930080,23635040,23708176,23687664,23787696,23912448,23771168,23496528,23699328,23895024,23861440,24016416,23841136,23524288,23773744,23876544,23555344
121,23666784,23930080,23635040,23708176,23687664,23787696,23912448,23771168,23496528,23699328,23895024,23861440,24016416,23841136,23524288,23773744,23876544,23555344
122,23666784,23930080,23635040,23708176,23687664,23787696,23912448,23771168,23496528,23699328,23895024,23861440,24016416,23841136,23524288,23773744,23876544,23555344
123,23666784,23930080,23635040,23708176,23687664,23787696,23912448,23771168,23496528,23699328,23895024,23861440,24016416,23841136,23524288,23773744,23876544,23555344
124,23666784,23930080,23635040,23708176,23687664,23787696,23912448,23771168,23496528,23699328,23895024,23861440,24016416,23841136,23524288,23773744,23876544,23555344
125,23666784,23930080,23635040,23708176,23687664,23787696,23912448,23771168,23496528,23699328,23895024,23861440,24016608,23841136,23524528,23773744,23876544,23555344
126,23666784,23930080,23635040,23708176,23687664,23787696,23912448,23771168,23496528,23699328,23895024,23861440,24016608,23841136,23524528,23773744,23876480,23555344
127,23666784,23930080,23634816,23708176,23687664,23787696,23912480,23771168,23497424,23699328,23895024,23861440,24016608,23841136,23524528,23773744,23876480,23555344
128,23666768,23930080,23634816,23708176,23686320,23787696,23912480,23771168,23497424,23699328,23895728,23861440,24016608,23841136,23524528,23773744,23876480,23555344
129,23666768,23930080,23634816,23708176,23686320,23787696,23912480,23771168,23497424,23699328,23895728,23861440,24016608,23841136,23524528,23773744,23876480,23555344
130,23666768,23930080,23634816,23708176,23686320,23787696,23912480,23771168,23497424,23699328,23895728,23861440,24016608,23841136,23524528,23773744,23876480,23555344
131,23666768,23930080,23634816,23708176,23686320,23787696,23912480,23771168,23497424,23699328,23895728,23861440,24016608,23841136,23524528,23773744,23876480,23555344
132,23666768,23930080,23634816,23708176,23686320,23787696,23912480,23771168,23497424,23699328,23895728,23861440,24016608,23841136,23524528,23773744,23876480,23555344
133,23666768,23930080,23634816,23708176,23686320,23787696,23912480,23771168,23497424,23699328,23895728,23861440,24016608,23841136,23524528,23773744,23876480,23555344
134,23666768,23930080,23634816,23708176,23686320,23787696,23912480,23771168,23497424,23699328,23895728,23861440,24016608,23840912,23524528,23773792,23876480,23555344
135,23666768,23930080,23634816,23707184,23686320,23787696,23912480,23771168,23497424,23700128,23895728,23861440,24016608,23840912,23524528,23773792,23876480,23554272
136,23666768,23930080,23634816,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861440,24016608,23840912,23524528,23773792,23876480,23554272
137,23666768,23929536,23634816,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861216,24016608,23840912,23524528,23773792,23876480,23554272
138,23666768,23929536,23634816,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861216,24016608,23840912,23524528,23773792,23876480,23554272
139,23666768,23929536,23634816,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861216,24016608,23840912,23524528,23773792,23876480,23554272
140,23666768,23929536,23634816,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861216,24016608,23840912,23524528,23773792,23876480,23554272
141,23666768,23929536,23634816,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861216,24016608,23840912,23524528,23773792,23876480,23554272
142,23666768,23929536,23634816,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861216,24016208,23840912,23524240,23773792,23876480,23554272
143,23666768,23929536,23634368,23707184,23686320,23787200,23912480,23771776,23497424,23700128,23895728,23861216,24016208,23840912,23524240,23773792,23874768,23554272
144,23666768,23929536,23634368,23707184,23686320,23787200,23912848,23771776,23499056,23700128,23895728,23861216,24016208,23840912,23524240,23773792,23874768,23554272
145,23665760,23929536,23634368,23707184,23684512,23787200,23912848,23771776,23499056,23700128,23896464,23861216,24016208,23840912,23524240,23773792,23874768,23554272
146,23665760,23929536,23634368,23707184,23684512,23787200,23912848,23771776,23499056,23700128,23896464,23861216,24016208,23840912,23524240,23773792,23874768,23554272
147,23665760,23929536,23634368,23707184,23684512,23787200,23912848,23771776,23499056,23700128,23896464,23861216,24016208,23840912,23524240,23773792,23874768,23554272
148,23665760,23929536,23634368,23707184,23684512,23787200,23912848,23771776,23499056,23700128,23896464,23861216,24016208,23840912,23524240,23773792,23874768,23554272
149,23665760,23929536,23634368,23707184,23684512,23787200,23912848,23771776,23499056,23700128,23896464,23861216,24016208,23840912,23524240,23773792,23874768,23554272
150,23665760,23929536,23634368,23707184,23684512,23787200,23912848,23771776,23499056,23700128,23896464,23861216,24016208,23840832,23524240,23773824,23874768,23554272
151,23665760,23929536,23634368,23707184,23684512,23787200,23912848,23771776,23499056,23700128,23896464,23861216,24016208,23840832,23524240,23773824,23874768,23554272
152,23665760,23929536,23634368,23708064,23684512,23787200,23912848,23771792,23499056,23700128,23896464,23861216,24016208,23840832,23524240,23773824,23874768,23554208
153,23665760,23930400,23634368,23708064,23684512,23785856,23912848,23771792,23499056,23700416,23896464,23861536,24016208,23840832,23524240,23773824,23874768,23554208
154,23665760,23930400,23634368,23708064,23684512,23785856,23912848,23771792,23499056,23700416,23896464,23861536,24016208,23840832,23524240,23773824,23874768,23554208
155,23665760,23930400,23634368,23708064,23684512,23785856,23912848,23771792,23499056,23700416,23896464,23861536,24016208,23840832,23524240,23773824,23874768,23554208
156,23665760,23930400,23634368,23708064,23684512,23785856,23912848,23771792,23499056,23700416,23896464,23861536,24016208,23840832,23524240,23773824,23874768,23554208
157,23665760,23930400,23634368,23708064,23684512,23785856,23912848,23771792,23499056,23700416,23896464,23861536,24016208,23840832,23524240,23773824,23874768,23554208
158,23665760,23930400,23634368,23708064,23684512,23785856,23912848,23771792,23499056,23700416,23896464,23861536,24016208,23840832,23524704,23773824,23874768,23554208
159,23665760,23930400,23634368,23708064,23684512,23785856,23912848,23771792,23499056,23700416,23896464,23861536,24016832,23840832,23524704,23773824,23874768,23554208
160,23665760,23930400,23636080,23708064,23684512,23785856,23911616,23771792,23499056,23700416,23896464,23861536,24016832,23840832,23524704,23773824,23876272,23554208
161,23667136,23930400,23636080,23708064,23684512,23785856,23911616,23771792,23498704,23700416,23896464,23861536,24016832,23840832,23524704,23773824,23876272,23554208
162,23667136,23930400,23636080,23708064,23683168,23785856,23911616,23771792,23498704,23700416,23896176,23861536,24016832,23840832,23524704,23773824,23876272,23554208
163,23667136,23930400,23636080,23708064,23683168,23785856,23911616,23771792,23498704,23700416,23896176,23861536,24016832,23840832,23524704,23773824,23876272,23554208
164,23667136,23930400,23636080,23708064,23683168,23785856,23911616,23771792,23498704,23700416,23896176,23861536,24016832,23840832,23524704,23773824,23876272,23554208
165,23667136,23930400,23636080,23708064,23683168,23785856,23911616,23771792,23498704,23700416,23896176,23861536,24016832,23840832,23524704,23773824,23876272,23554208
166,23667136,23930400,23636080,23708064,23683168,23785856,23911616,23771792,23498704,23700416,23896176,23861536,24016832,23840832,23524704,23774160,23876272,23554208
167,23667136,23930400,23636080,23708064,23683168,23785856,23911616,23771792,23498704,23700416,23896176,23861536,24016832,23841296,23524704,23774160,23876272,23554208
168,23667136,23930400,23636080,23708432,23683168,23785856,23911616,23771792,23498704,23700416,23896176,23861536,24016832,23841296,23524704,23774160,23876272,23554896
169,23667136,23930400,23636080,23708432,23683168,23785856,23911616,23771536,23498704,23700480,23896176,23861536,24016832,23841296,23524704,23774160,23876272,23554896
170,23667136,23931184,23636080,23708432,23683168,23784864,23911616,23771536,23498704,23700480,23896176,23861136,24016832,23841296,23524704,23774160,23876272,23554896
171,23667136,23931184,23636080,23708432,23683168,23784864,23911616,23771536,23498704,23700480,23896176,23861136,24016832,23841296,23524704,23774160,23876272,23554896
172,23667136,23931184,23636080,23708432,23683168,23784864,23911616,23771536,23498704,23700480,23896176,23861136,24016832,23841296,23524704,23774160,23876272,23554896
173,23667136,23931184,23636080,23708432,23683168,23784864,23911616,23771536,23498704,23700480,23896176,23861136,24016832,23841296,23524704,23774160,23876272,23554896
174,23667136,23931184,23636080,23708432,23683168,23784864,23911616,23771536,23498704,23700480,23896176,23861136,24016832,23841296,23524704,23774160,23876272,23554896
175,23667136,23931184,23636080,23708432,23683168,23784864,23911616,23771536,23498704,23700480,23896176,23861136,24016736,23841296,23524704,23774160,23876272,23554896
176,23667136,23931184,23636080,23708432,23683168,23784864,23911616,23771536,23498704,23700480,23896176,23861136,24016736,23841296,23524704,23774160,23876176,23554896
177,23667136,23931184,23636528,23708432,23683168,23784864,23911408,23771536,23499200,23700480,23896176,23861136,24016736,23841296,23524704,23774160,23876176,23554896
178,23667136,23931184,23636528,23708432,23682032,23784864,23911408,23771536,23499200,23700480,23896528,23861136,24016736,23841296,23524704,23774160,23876176,23554896
179,23667520,23931184,23636528,23708432,23682032,23784864,23911408,23771536,23499200,23700480,23896528,23861136,24016736,23841296,23524704,23774160,23876176,23554896
180,23667520,23931184,23636528,23708432,23682032,23784864,23911408,23771536,23499200,23700480,23896528,23861136,24016736,23841296,23524704,23774160,23876176,23554896
181,23667520,23931184,23636528,23708432,23682032,23784864,23911408,23771536,23499200,23700480,23896528,23861136,24016736,23841296,23524704,23774160,23876176,23554896
182,23667520,23931184,23636528,23708432,23682032,23784864,23911408,23771536,23499200,23700480,23896528,23861136,24016736,23841296,23524704,23774160,23876176,23554896
183,23667520,23931184,23636528,23708432,23682032,23784864,23911408,23771536,23499200,23700480,23896528,23861136,24016736,23841296,23524704,23774160,23876176,23554896
184,23667520,23931184,23636528,23708432,23682032,23784864,23911408,23771536,23499200,23700480,23896528,23861136,24016736,23840976,23524704,23774272,23876176,23554896
185,23667520,23931184,23636528,23707904,23682032,23784864,23911408,23772160,23499200,23700480,23896528,23861136,24016736,23840976,23524704,23774272,23876176,23554384
