,proximity1,proximity2,proximity3,proximity4,proximity5,proximity6,proximity7,proximity8,proximity9,proximity10,proximity11,proximity12,proximity13,proximity14,proximity15,proximity16,proximity17,proximity18
42,23400272,23581456,23401872,23370864,23450032,23520272,23795200,23521104,23375168,23407872,23582768,23576896,23719168,23563968,23247280,23495584,23583360,23259968
43,23400272,23581456,23401872,23370864,23450032,23520272,23795200,23521104,23375168,23407872,23582768,23576896,23719168,23563968,23247280,23495584,23583360,23259968
44,23400272,23581456,23401872,23370864,23450032,23520272,23795200,23521104,23375168,23407872,23582768,23576896,23719168,23563968,23247280,23495584,23583360,23259968
45,23400272,23581456,23401872,23370864,23450032,23520272,23795200,23521104,23375168,23407872,23582768,23576896,23719168,23563968,23247280,23495584,23583360,23259968
46,23400272,23581456,23401872,23370864,23450032,23520272,23795200,23521104,23375168,23407872,23582768,23576896,23719136,23563968,23247216,23495584,23583360,23259968
47,23400272,23581456,23401872,23370864,23450032,23520272,23795200,23521104,23375168,23407872,23582768,23576896,23719136,23563968,23247216,23495584,23583760,23259968
48,23400272,23581456,23401872,23370864,23450032,23520272,23795200,23521104,23375168,23407872,23582768,23576896,23719136,23563968,23247216,23495584,23583760,23259968
49,23400272,23581456,23401872,23370896,23450032,23520272,23795200,23520976,23375168,23407872,23582768,23576896,23719136,23563968,23247216,23495584,23583760,23259968
50,23400272,23581424,23401872,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563968,23247216,23495584,23583760,23259968
51,23400272,23581424,23401872,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563968,23247216,23495584,23583760,23259968
52,23400272,23581424,23401872,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563968,23247216,23495584,23583760,23259968
53,23400272,23581424,23401872,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563968,23247216,23495584,23583760,23259968
54,23400272,23581424,23401872,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259968
55,23400272,23581424,23401872,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
56,23400272,23581424,23401872,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
57,23400272,23581424,23401840,23370896,23450032,23520384,23795200,23520976,23375168,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
58,23400288,23581424,23401840,23370896,23450032,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
59,23400288,23581424,23401840,23370896,23450096,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
60,23400288,23581424,23401840,23370896,23450096,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
61,23400288,23581424,23401840,23370896,23450096,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
62,23400288,23581424,23401840,23370896,23450096,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
63,23400288,23581424,23401840,23370896,23450096,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583760,23259952
64,23400288,23581424,23401840,23370896,23450096,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583728,23259952
65,23400288,23581424,23401840,23370896,23450096,23520384,23795200,23520976,23375184,23407904,23582768,23576944,23719136,23563872,23247216,23495568,23583728,23259952
66,23400288,23581424,23401840,23370912,23450096,23520384,23795200,23521072,23375184,23407856,23582768,23576944,23719136,23563872,23247216,23495568,23583728,23259952
67,23400288,23581456,23401840,23370912,23450096,23520288,23795200,23521072,23375184,23407856,23582768,23576976,23719136,23563872,23247216,23495568,23583728,23259952
68,23400288,23581456,23401840,23370912,23450096,23520288,23795200,23521072,23375184,23407856,23582768,23576976,23719136,23563872,23247216,23495568,23583728,23259952
69,23400288,23581456,23401840,23370912,23450096,23520288,23795200,23521072,23375184,23407856,23582768,23576976,23719136,23563872,23247216,23495568,23583728,23259952
70,23400288,23581456,23401840,23370912,23450096,23520288,23795200,23521072,23375184,23407856,23582768,23576976,23719136,23563872,23247216,23495600,23583728,23259952
71,23400288,23581456,23401840,23370912,23450096,23520288,23795200,23521072,23375184,23407856,23582768,23576976,23719136,23564016,23247216,23495600,23583728,23259952
72,23400288,23581456,23401840,23370912,23450096,23520288,23795200,23521072,23375184,23407856,23582768,23576976,23719136,23564016,23247216,23495600,23583728,23259952
73,23400288,23581456,23401840,23370912,23450096,23520288,23795200,23521072,23375184,23407856,23582768,23576976,23719136,23564016,23247216,23495600,23583728,23259952
74,23400288,23581456,23401808,23370912,23450096,23520288,23795216,23521072,23375184,23407856,23582768,23576976,23719136,23564016,23247216,23495600,23583728,23259952
75,23400288,23581456,23401808,23370912,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247216,23495600,23583728,23259952
76,23400256,23581456,23401808,23370912,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247216,23495600,23583728,23259952
77,23400256,23581456,23401808,23370912,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247216,23495600,23583728,23259952
78,23400256,23581456,23401808,23370912,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247216,23495600,23583728,23259952
79,23400256,23581456,23401808,23370912,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247232,23495600,23583728,23259952
80,23400256,23581456,23401808,23370912,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247232,23495600,23583680,23259952
81,23400256,23581456,23401808,23370912,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247232,23495600,23583680,23259952
82,23400256,23581456,23401808,23370960,23450112,23520288,23795216,23521072,23375184,23407856,23582784,23576976,23719136,23564016,23247232,23495600,23583680,23259952
83,23400256,23581456,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576976,23719136,23564016,23247232,23495600,23583680,23259952
84,23400256,23581440,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576960,23719136,23564016,23247232,23495600,23583680,23259952
85,23400256,23581440,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576960,23719136,23564016,23247232,23495600,23583680,23259952
86,23400256,23581440,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576960,23719136,23564016,23247232,23495600,23583680,23259952
87,23400256,23581440,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576960,23719136,23564016,23247232,23495600,23583680,23259952
88,23400256,23581440,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576960,23719136,23563968,23247232,23495568,23583680,23259952
89,23400256,23581440,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576960,23719136,23563968,23247232,23495568,23583680,23259968
90,23400256,23581440,23401808,23370960,23450112,23520128,23795216,23520720,23375184,23407856,23582784,23576960,23719136,23563968,23247232,23495568,23583680,23259968
91,23400256,23581440,23401712,23370960,23450112,23520128,23795232,23520720,23375168,23407856,23582784,23576960,23719136,23563968,23247232,23495568,23583680,23259968
92,23400144,23581440,23401712,23370960,23450048,23520128,23795232,23520720,23375168,23407856,23582768,23576960,23719136,23563968,23247232,23495568,23583680,23259968
93,23400144,23581440,23401712,23370960,23450048,23520128,23795232,23520720,23375168,23407856,23582768,23576960,23719136,23563968,23247232,23495568,23583680,23259968
94,23400144,23581440,23401712,23370960,23450048,23520128,23795232,23520720,23375168,23407856,23582768,23576960,23719136,23563968,23247232,23495568,23583680,23259968
95,23400144,23581440,23401712,23370960,23450048,23520128,23795232,23520720,23375168,23407856,23582768,23576960,23719136,23563968,23247232,23495568,23583680,23259968
96,23400144,23581440,23401712,23370960,23450048,23520128,23795232,23520720,23375168,23407856,23582768,23576960,23719168,23563968,23247248,23495568,23583680,23259968
97,23400144,23581440,23401712,23370960,23450048,23520128,23795232,23520720,23375168,23407856,23582768,23576960,23719168,23563968,23247248,23495568,23583680,23259968
98,23400144,23581440,23401712,23370960,23450048,23520128,23795232,23520720,23375168,23407856,23582768,23576960,23719168,23563968,23247248,23495568,23583680,23259968
99,23400144,23581440,23401712,23370976,23450048,23520128,23795232,23521056,23375168,23407856,23582768,23576960,23719168,23563968,23247248,23495568,23583680,23259968
100,23400144,23581392,23401712,23370976,23450048,23520128,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23563968,23247248,23495568,23583680,23259968
101,23400144,23581392,23401712,23370976,23450048,23520320,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23563968,23247248,23495568,23583680,23259968
102,23400144,23581392,23401712,23370976,23450048,23520320,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23563968,23247248,23495568,23583680,23259968
103,23400144,23581392,23401712,23370976,23450048,23520320,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23563968,23247248,23495568,23583680,23259968
104,23400144,23581392,23401712,23370976,23450048,23520320,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259968
105,23400144,23581392,23401712,23370976,23450048,23520320,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259904
106,23400144,23581392,23401712,23370976,23450048,23520320,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259904
107,23400144,23581392,23401712,23370976,23450048,23520320,23795232,23521056,23375168,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259904
108,23400144,23581392,23401728,23370976,23450048,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259904
109,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259904
110,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259904
111,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719168,23564064,23247248,23495584,23583680,23259904
112,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719168,23564064,23247264,23495584,23583680,23259904
113,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719136,23564064,23247264,23495584,23583680,23259904
114,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719136,23564064,23247264,23495584,23583504,23259904
115,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23521056,23375152,23407856,23582768,23576928,23719136,23564064,23247264,23495584,23583504,23259904
116,23400176,23581392,23401728,23370976,23450112,23520320,23795232,23520976,23375152,23407856,23582768,23576928,23719136,23564064,23247264,23495584,23583504,23259904
117,23400176,23581424,23401728,23370976,23450112,23520096,23795232,23520976,23375152,23407856,23582768,23576896,23719136,23564064,23247264,23495584,23583504,23259904
118,23400176,23581424,23401728,23370976,23450112,23520096,23795232,23520976,23375152,23407856,23582768,23576896,23719136,23564064,23247264,23495584,23583504,23259904
119,23400176,23581424,23401728,23370976,23450112,23520096,23795232,23520976,23375152,23407856,23582768,23576896,23719136,23564064,23247264,23495584,23583504,23259904
120,23400176,23581424,23401728,23370976,23450112,23520096,23795232,23520976,23375152,23407856,23582768,23576896,23719136,23564064,23247264,23495568,23583504,23259904
121,23400176,23581424,23401728,23370976,23450112,23520096,23795232,23520976,23375152,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23259904
122,23400176,23581424,23401728,23370976,23450112,23520096,23795232,23520976,23375152,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23260000
123,23400176,23581424,23401728,23370976,23450112,23520096,23795232,23520976,23375152,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23260000
124,23400176,23581424,23401744,23370976,23450112,23520096,23795232,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23260000
125,23400208,23581424,23401744,23370976,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23260000
126,23400208,23581424,23401744,23370976,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23260000
127,23400208,23581424,23401744,23370976,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23260000
128,23400208,23581424,23401744,23370976,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247264,23495568,23583504,23260000
129,23400208,23581424,23401744,23370976,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247216,23495568,23583504,23260000
130,23400208,23581424,23401744,23370976,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247216,23495568,23583760,23260000
131,23400208,23581424,23401744,23370976,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247216,23495568,23583760,23260000
132,23400208,23581424,23401744,23370896,23449984,23520096,23795168,23520976,23375200,23407856,23582768,23576896,23719136,23563952,23247216,23495568,23583760,23260000
133,23400208,23581472,23401744,23370896,23449984,23520096,23795168,23521008,23375200,23407872,23582768,23576896,23719136,23563952,23247216,23495568,23583760,23260000
134,23400208,23581472,23401744,23370896,23449984,23520320,23795168,23521008,23375200,23407872,23582768,23576912,23719136,23563952,23247216,23495568,23583760,23260000
135,23400208,23581472,23401744,23370896,23449984,23520320,23795168,23521008,23375200,23407872,23582768,23576912,23719136,23563952,23247216,23495568,23583760,23260000
136,23400208,23581472,23401744,23370896,23449984,23520320,23795168,23521008,23375200,23407872,23582768,23576912,23719136,23563952,23247216,23495568,23583760,23260000
137,23400208,23581472,23401744,23370896,23449984,23520320,23795168,23521008,23375200,23407872,23582768,23576912,23719136,23563952,23247216,23495568,23583760,23260000
138,23400208,23581472,23401744,23370896,23449984,23520320,23795168,23521008,23375200,23407872,23582768,23576912,23719136,23563952,23247216,23495600,23583760,23260000
139,23400208,23581472,23401744,23370896,23449984,23520320,23795168,23521008,23375200,23407872,23582768,23576912,23719136,23563952,23247216,23495600,23583760,23259952
140,23400208,23581472,23401744,23370896,23449984,23520320,23795168,23521008,23375200,23407872,23582768,23576912,23719136,23563952,23247216,23495600,23583760,23259952
141,23400208,23581472,23401888,23370896,23449984,23520320,23795168,23521008,23375216,23407872,23582768,23576912,23719136,23563952,23247216,23495600,23583760,23259952
142,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521008,23375216,23407872,23582704,23576912,23719136,23563952,23247216,23495600,23583760,23259952
143,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521008,23375216,23407872,23582704,23576912,23719136,23563952,23247216,23495600,23583760,23259952
144,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521008,23375216,23407872,23582704,23576912,23719136,23563952,23247216,23495600,23583760,23259952
145,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521008,23375216,23407872,23582704,23576912,23719136,23563952,23247216,23495600,23583760,23259952
146,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521008,23375216,23407872,23582704,23576912,23719168,23563952,23247264,23495600,23583760,23259952
147,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521008,23375216,23407872,23582704,23576912,23719168,23563952,23247264,23495600,23583712,23259952
148,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521008,23375216,23407872,23582704,23576912,23719168,23563952,23247264,23495600,23583712,23259952
149,23400304,23581472,23401888,23370896,23450096,23520320,23795168,23521024,23375216,23407872,23582704,23576912,23719168,23563952,23247264,23495600,23583712,23259952
150,23400304,23581472,23401888,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23563952,23247264,23495600,23583712,23259952
151,23400304,23581440,23401888,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23563952,23247264,23495600,23583712,23259952
152,23400304,23581440,23401888,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23563952,23247264,23495600,23583712,23259952
153,23400304,23581440,23401888,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23563952,23247264,23495600,23583712,23259952
154,23400304,23581440,23401888,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23564048,23247264,23495568,23583712,23259952
155,23400304,23581440,23401888,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23564048,23247264,23495568,23583712,23259952
156,23400304,23581440,23401888,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23564048,23247264,23495568,23583712,23259952
157,23400304,23581440,23401920,23370896,23450096,23520352,23795168,23521024,23375216,23407872,23582704,23576960,23719168,23564048,23247264,23495568,23583712,23259952
158,23400304,23581440,23401920,23370896,23450096,23520352,23795168,23521024,23375184,23407872,23582704,23576960,23719168,23564048,23247264,23495568,23583712,23259952
159,23400176,23581440,23401920,23370896,23450112,23520352,23795168,23521024,23375184,23407872,23582736,23576960,23719168,23564048,23247264,23495568,23583712,23259952
160,23400176,23581440,23401920,23370896,23450112,23520352,23795168,23521024,23375184,23407872,23582736,23576960,23719168,23564048,23247264,23495568,23583712,23259952
161,23400176,23581440,23401920,23370896,23450112,23520352,23795168,23521024,23375184,23407872,23582736,23576960,23719168,23564048,23247264,23495568,23583712,23259952
162,23400176,23581440,23401920,23370896,23450112,23520352,23795168,23521024,23375184,23407872,23582736,23576960,23719168,23564048,23247248,23495568,23583712,23259952
163,23400176,23581440,23401920,23370896,23450112,23520352,23795168,23521024,23375184,23407872,23582736,23576960,23719136,23564048,23247248,23495568,23583712,23259952
164,23400176,23581440,23401920,23370896,23450112,23520352,23795168,23521024,23375184,23407872,23582736,23576960,23719136,23564048,23247248,23495568,23583760,23259952
165,23400176,23581440,23401920,23370912,23450112,23520352,23795168,23521024,23375184,23407872,23582736,23576960,23719136,23564048,23247248,23495568,23583760,23259952
166,23400176,23581440,23401920,23370912,23450112,23520352,23795168,23520960,23375184,23407856,23582736,23576960,23719136,23564048,23247248,23495568,23583760,23259952
167,23400176,23581408,23401920,23370912,23450112,23520368,23795168,23520960,23375184,23407856,23582736,23576944,23719136,23564048,23247248,23495568,23583760,23259952
168,23400176,23581408,23401920,23370912,23450112,23520368,23795168,23520960,23375184,23407856,23582736,23576944,23719136,23564048,23247248,23495568,23583760,23259952
169,23400176,23581408,23401920,23370912,23450112,23520368,23795168,23520960,23375184,23407856,23582736,23576944,23719136,23564048,23247248,23495568,23583760,23259952
170,23400176,23581408,23401920,23370912,23450112,23520368,23795168,23520960,23375184,23407856,23582736,23576944,23719136,23564048,23247248,23495568,23583760,23259952
171,23400176,23581408,23401920,23370912,23450112,23520368,23795168,23520960,23375184,23407856,23582736,23576944,23719136,23563824,23247248,23495600,23583760,23259952
172,23400176,23581408,23401920,23370912,23450112,23520368,23795168,23520960,23375184,23407856,23582736,23576944,23719136,23563824,23247248,23495600,23583760,23259936
173,23400176,23581408,23401920,23370912,23450112,23520368,23795168,23520960,23375184,23407856,23582736,23576944,23719136,23563824,23247248,23495600,23583760,23259936
174,23400176,23581408,23401904,23370912,23450112,23520368,23795168,23520960,23375168,23407856,23582736,23576944,23719136,23563824,23247248,23495600,23583760,23259936
175,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719136,23563824,23247248,23495600,23583760,23259936
176,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719136,23563824,23247248,23495600,23583760,23259936
177,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719136,23563824,23247248,23495600,23583760,23259936
178,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719136,23563824,23247248,23495600,23583760,23259936
179,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719136,23563824,23247264,23495600,23583760,23259936
180,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719104,23563824,23247264,23495600,23583792,23259936
181,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719104,23563824,23247264,23495600,23583792,23259936
182,23400272,23581408,23401904,23370912,23450096,23520368,23795200,23520960,23375168,23407856,23582784,23576944,23719104,23563824,23247264,23495600,23583792,23259936
183,23400272,23581408,23401904,23370976,23450096,23520368,23795200,23521056,23375168,23407872,23582784,23576944,23719104,23563824,23247264,23495600,23583792,23259936
184,23400272,23581328,23401904,23370976,23450096,23520304,23795200,23521056,23375168,23407872,23582784,23576912,23719104,23563824,23247264,23495600,23583792,23259936
185,23400272,23581328,23401904,23370976,23450096,23520304,23795200,23521056,23375168,23407872,23582784,23576912,23719104,23563824,23247264,23495600,23583792,23259936
